state,homeStatus,bedrooms,bathrooms,price,yearBuilt,lotSize,propertyTaxRate,description,propertyTypeDimension
TN,FOR_SALE,7.0,6.0,10950000,2025,,0.5700000000000001,"Take advantage of OZ Tax Benefits! Unique opportunity to purchase 11 New Townhomes in North Nashville Opportunity Zone! 10 units: 3 story, 3 bedroom, 3/1 bath, 3190 SF. 1 unit: 3 story, 4 bedroom, 3/1 bath, 3543 SF. Spacious floor plans and bedrooms, roof top decks with downtown skyline views, contemporary fireplace in great room, Kitchen Aid appliances, hardwood floors throughout and designer selected finishes! 2 car attached parking.",Multi Family
TN,FOR_SALE,2.0,2.0,405000,2024,0.0,0.49,"Discover comfortable living in this charming 2 bedroom, 2 bath condo. Perfect for those looking to downsize, this one level condo offers easy access and includes handicap-accessible features, ensuring comfort and convenience for all phases of life. This home features an open floor plan, hardwood flooring and tile, custom tile shower, granite countertops, and stainless appliances. Attached 2 car garage. Situated in Gray, just minutes to I-26 with easy access to all of the Tri-Cities. Whether you're settling down for retirement or simply seeking a peaceful, maintenance free living environment, this property promises to be a place you'll love to call home. Buyer or buyer's agent to verify all info. Taxes not assessed yet. Estimated completion date is October 2024. $300 transfer fee.  (1368R)",Multi Family
TN,FOR_SALE,8.0,6.0,1300000,2023,,0.5700000000000001,"WOW! OWN YOUR OWN NASHVILLE MONEY MAKER BUILDING in the ""HOT NATIONS AREA""! This building includes 2 (Two Units - 4912 and 4914 Delaware Ave) Fully Leased Luxury Townhomes with Rooftop Patios. Each Unit features is 1769sf - 4 Bedrooms / 3Bath / 2 Car Garage, Gourmet Kitchen w/ SS Appliances, Real Hardwood Floors and Tile, and additional Parking Spaces. Great for Roommates! This Amazing location has a neighborhood feel and units are walkable to unique shops, dining, brewery, businesses, pocket parks as well offers Quick Access to Downtown Nashville and All Major roads including I-40, Briley Parkway, 440 Loop, I-24 and I-65! All leases are for one year with expected rent increases in 2025. Tenants pay all utilities except trash. This property is ready to go and can close quickly! We welcome 1031 Exchanges; Cash Offers or Financed Offers! Want to purchase the Entire Complex? There is an additional Building with 4 units, fully leased for $2,499,000. See MLS 2757148 for Details or Call Agents. Please DO NOT ENGAGE TENANTS. Call Agents for more information and a showing!",Multi Family
TN,FOR_SALE,,,235000,2022,43560.0,0.46,"Investment opportunity! Tiny home on 1 acre with 1 bedroom and bath. Detached garage, and also available with this property is a 2005 28' Spring dale Keystone that is rented for $1,000 a month,2008 38' Landmark Heartland that is on a concrete slab that rents for $250 a week. All properties are attached with the septic and Electric and Water are on the same meter. Listed for $235,000 Seller is motivated",Multi Family
TN,FOR_SALE,5.0,4.0,498900,2024,,0.53,"NEW PRICE! SELLER OFFERING UP TO $28,000 TOWARDS BUYER EXPENSES! USE THIS CHANCE TO BUY DOWN YOUR RATE! BRAND NEW DUPLEX! Great for seasoned investors or anyone trying to get started! HOUSE HACK this property if you are new to the investment world and watch how you can build a portfolio while maintaining your residence at the same time! Estimated rent for the 3 bedroom is $1,400 and for the 2 bedroom it is $1,345! THESE CAN BE BOUGHT WITH YOUR VA LOAN!",Multi Family
TN,FOR_SALE,,0.0,368000,2022,11325.0,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 1.5 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,,0.0,368000,2023,,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 2 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,8.0,6.0,735000,2025,27007.0,0.53,"*The 1st exterior picture is a neighboring Triplex.  This is an example of 457 Oak St. exterior*.  New Construction to be completed by or before March 2025.  This Triplex is sitting on .62 acres.  It's a great location close to Fort Campbell, downtown Clarksville and I-65.  The two end units have 3 bedrooms, 2.5 baths (1545 sq. ft.).  The middle unit has 2 bedrooms with 2.5 baths (1,225 sq. ft.).   Exterior will be all brick, LVP flooring on first floor and carpet/LVP on the second floor.  Stainless steel appliances and granite countertops in the kitchen. *No HOA   *Rental Amounts are estimates   *Seller is offering to add a fence between each unit located at 457 Oak St. with a full price offer.  *Don't miss this great investor opportunity.",Multi Family
TN,FOR_SALE,,0.0,368000,2023,,0.4,"If you're seeking a smart investment or a hassle-free source of passive income, look no further. This well-maintained duplex presents an excellent opportunity with both units currently occupied and under existing rental agreements. Each unit within this duplex offers 2 bedrooms and 2 bathrooms, providing comfortable and spacious living for tenants. These well-designed layouts ensure tenant satisfaction and long-term occupancy. Located in a desirable area with easy access to essential amenities and transportation options. Don't miss out on this chance to secure a reliable source of passive income",Multi Family
TN,FOR_SALE,6.0,,479999,2024,21440.0,0.58,"Welcome to an exclusive opportunity in Greenfield, TN! These three stunning townhouses present an exceptional investment for discerning buyers. These townhouses provide buyers with flexibility and scalability to suit their investment goals.",Multi Family
TN,FOR_SALE,1.0,,474000,2020,86248.0,0.68,"Only the second time on the market for an authentic log home built in 2020, surrounded by trees for added solitude. The current owner has used the property as an overnight rental and it has brought in $45,000 annually. Since acquiring the property, the owner as paved the driveway, added an outdoor hot tub, and improved interior maintenance. The furniture, appliances, and utensils will convey with the home.",Multi Family
TN,FOR_SALE,,0.0,699995,2024,11325.0,0.59,"New Construction duplexes with hardie board siding. 2 Bedroom/2 bath in each unit. Open floor-plan with white cabinets and granite countertops throughout each unit. Stainless steel appliances to include stove/oven, dishwasher, microwave and refrigerator. Tile in laundry-room and bathrooms, luxury vinyl plank flooring throughout rest of unit., separate laundry-room with covered front porch. This will be a great rental property for a investor.  Walking distance to Freed Hardeman University.",Multi Family
TN,FOR_SALE,,0.0,1699000,2023,,0.68,"Lake view property on Douglas Lake and the French Broad River! Investors, Developers and Short Term Rental Specialists! Take a look at this very rare opportunity to own lake view investment property in East Tennessee. Multi-Unit parcel currently offering two (2) modern High on Trend A Frame style lodge/cabin homes. Immediately available for short-term rental. This property offers multiple income streams with Four (4) pads and RV Camper hook ups, and up to 4 additional building sites for a total of 10 rental income units. Pictures may paint a thousand words but they simply don't do the view and serenity justice here! A must see if you are looking to expand your rental real estate portfolio. Take advantage of these low maintenance newly constructed custom designs ready for immediate rental and the upcoming summer vacation season! This Rare Lakefront retreat is a 4.8 acre site with water, sewer, electric and additional infrastructure in place.",Multi Family
TN,FOR_SALE,,0.0,499000,2024,9583.0,0.52,"Discover the epitome of modern living with this brand-new construction duplex in the heart of downtown Dayton! Each side of this exquisite property features 2 spacious bedrooms, 2 full baths, and its own private garage, ensuring convenience and privacy. The open floor plan is complemented by state-of-the-art kitchen appliances, making it perfect for entertaining or enjoying a quiet night in.

Located just a few blocks away from the courthouse and Main Street, this duplex offers unparalleled access to the best of Dayton. Enjoy leisurely afternoons at the nearby pickleball courts or the brand-new park playground, both just a stone's throw away. Whether you're looking to be close to work, recreation, or dining, this property has it all. Don't miss out on the chance to call this prime location your home!",Multi Family
